4580,0,0.7097154227158992
4965,0.5385395978425135,0.9645903944777622
5252,0.15942053309920903,0.37809905796551646
5628,0.6078154044487667,0.5501361265977737
5935,0.4259026678342183,0.16238710613745097
6279,0.5804527417843495,0.09714759474169228
6618,0.6899586601708774,6.158870004396071
6931,0.5627778483024963,5.834567935010999
7299,0.9369300261371643,5.948691841521409
7592,0.6178377841049152,5.42860395069081
7972,1.1084215982100787,5.655074811283262
8257,0.700407505774101,5.050040869402547
8618,1.0147600334780857,5.114947003596841
8923,0.7871034013729659,4.6766348001489275
9221,0.4920452442372367,4.175946999946813
9590,0.8830118321355191,4.310418861690841
9875,0.4782913968309202,3.7099309117245642
10254,0.9583716744737143,3.9216717080215684
10550,0.6690323935446185,3.4313129718819444
10913,0.9972946119627942,3.496035084011711
11232,0.9252238362386801,3.2277702674027577
11563,0.9619438058387524,2.970051105265786
11916,1.199350999296506,2.9564408247521574
12216,0.9498404935706845,2.4917281858286464
12597,1.4448188515489047,2.707118419503061
12881,1.0339730022816875,2.0867382084603205
13264,1.5557869025397142,2.3247371748196692
13549,1.1372696157960602,1.696051786447055
13867,1.0308632971149696,1.3552590117300496
14218,1.247639411891323,1.3133430136756286
14501,0.8164787842831054,0.6780150086560728
14885,1.345330810165878,0.9246060999979593
15174,0.9870115402715228,0.36267811772299635
15546,1.3988275436167088,0.5034928399296943
15855,1.2334795513491656,0.12543519052215138
16198,1.3804203412849665,0.03679875647826518
16538,1.499671305868562,6.185679401390077
16850,1.3625325817311023,5.832310557560137
17218,1.7369635820062495,5.950618068687579
17511,1.4175670695213243,5.429019254164114
17890,1.898288034129202,5.644973014442515
18176,1.500543799206743,5.050117520900628
18537,1.8155636088684988,5.112032690388742
18842,1.587646190615208,4.671064402598596
19138,1.2730496006225636,4.1489912872726435
19510,1.6921124391169142,4.302009492757078
19793,1.268014173675922,3.677412273871565
20175,1.7755155112048755,3.9070831610168812
20470,1.4763119841342185,3.3944358099622183
20834,1.8135934311533612,3.464876624073387
21154,1.7500316457934102,3.1719931160414174
21482,1.7601055539213961,2.9317236427136137
21839,2.0328851881968344,2.935558804893994
22137,1.7646906134719909,2.45153915337886
22519,2.268809802169416,2.668565889746202
22803,1.8574722799284489,2.0517805520829726
23182,2.341622973953132,2.2557176824953262
